,common_use,usps_abbr,pattern,combined,abbr_type
4904,SPEED,SPD,speed,"('speed', 'spd')",business
4905,SPEEDOMETER,SPDMTR,speedometer,"('speedometer', 'spdmtr')",business
4906,SPEEDY,SPDY,speedy,"('speedy', 'spdy')",business
4907,SPG,SPG,spg,"('spg', 'spg')",business
4908,SPLY,SUPL,sply,"('sply', 'supl')",business
4909,SPNG,SPG,spng,"('spng', 'spg')",business
4910,SPONG,SPON,spong,"('spong', 'spon')",business
4911,SPONSOR,SPON,sponsor,"('sponsor', 'spon')",business
4912,SPONSORING,SPONG,sponsoring,"('sponsoring', 'spong')",business
4913,SPORT,SPORT,sport | sport,"('sport | sport', 'sport')",business
4914,SPORTING,SPORT,sporting,"('sporting', 'sport')",business
4915,SPORTSWEAR,SPORTSWR,sportswear,"('sportswear', 'sportswr')",business
4916,SPORTSWR,SPORTSWR,sportswr,"('sportswr', 'sportswr')",business
4917,SPPRT,SPPRT,spprt,"('spprt', 'spprt')",business
4918,SPR,SUPER,spr | spr,"('spr | spr', 'super')",business
4919,SPRING,SPG,spring,"('spring', 'spg')",business
4920,SPRINK,SPRINK,sprink,"('sprink', 'sprink')",business
4921,SPRINKLER,SPRINK,sprinkler,"('sprinkler', 'sprink')",business
4922,SPRM,SPRM,sprm,"('sprm', 'sprm')",business
4923,SPRMKT,SPRMRKT,sprmkt,"('sprmkt', 'sprmrkt')",business
4924,SPRMRKT,SPRMRKT,sprmrkt,"('sprmrkt', 'sprmrkt')",business
4925,SPRNG,SPG,sprng,"('sprng', 'spg')",business
4926,SPRT,SPPRT,sprt | sprt,"('sprt | sprt', 'spprt')",business
4927,SPRTG,SPORT,sprtg,"('sprtg', 'sport')",business
4928,SPT,SPRT,spt,"('spt', 'sprt')",business
4929,SPTC,SPTC,sptc,"('sptc', 'sptc')",business
4930,SPTG,SPORT,sptg,"('sptg', 'sport')",business
4931,SPV,SUPVSR,spv,"('spv', 'supvsr')",business
4932,SPVNG,SUPVG,spvng,"('spvng', 'supvg')",business
4933,SPVR,SUPVSR,spvr,"('spvr', 'supvsr')",business
4934,SPVSR,SUPVSR,spvsr,"('spvsr', 'supvsr')",business
4935,SQ,SQ,sq,"('sq', 'sq')",business
4936,SQUARE,SQ,square,"('square', 'sq')",business
4937,SR,SIS,sr | sr,"('sr | sr', 'sis')",business
4938,SRC,SRC,src,"('src', 'src')",business
4939,SRFC,SURFC,srfc,"('srfc', 'surfc')",business
4940,SRGN,SRGN,srgn,"('srgn', 'srgn')",business
4941,SRGRY,SURG,srgry,"('srgry', 'surg')",business
4942,SRPLS,SURPL,srpls,"('srpls', 'surpl')",business
4943,SRV,SVC,srv,"('srv', 'svc')",business
4944,SRVY,SRVY,srvy,"('srvy', 'srvy')",business
4945,ST,STRET,st | st | st,"('st | st | st', 'stret')",business
4946,STA,STA,sta,"('sta', 'sta')",business
4947,STABLE,STBL,stable,"('stable', 'stbl')",business
4948,STAF,STAF,staf,"('staf', 'staf')",business
4949,STAFF,STAF,staff,"('staff', 'staf')",business
4950,STAINLESS,STNLS,stainless,"('stainless', 'stnls')",business
4951,STAMP,STMP,stamp,"('stamp', 'stmp')",business
4952,STAMPG,STAMPG,stampg,"('stampg', 'stampg')",business
4953,STAMPING,STAMPG,stamping,"('stamping', 'stampg')",business
4954,STAND,STAND,stand,"('stand', 'stand')",business
4955,STANDARD,STAND,standard,"('standard', 'stand')",business
4956,START,STRT,start,"('start', 'strt')",business
4957,STAT,STAT,stat,"('stat', 'stat')",business
4958,STATE,STAT,state,"('state', 'stat')",business
4959,STATION,STA,station,"('station', 'sta')",business
4960,STATIONARY,STATNRY,stationary,"('stationary', 'statnry')",business
4961,STATIONER,STATNR,stationer,"('stationer', 'statnr')",business
4962,STATN,STA,statn,"('statn', 'sta')",business
4963,STATNR,STATNR,statnr,"('statnr', 'statnr')",business
4964,STATNRY,STATNRY,statnry,"('statnry', 'statnry')",business
4965,STBL,STBL,stbl,"('stbl', 'stbl')",business
4966,STCK,STCK,stck,"('stck', 'stck')",business
4967,STCKHLDR,STCKHLDR,stckhldr,"('stckhldr', 'stckhldr')",business
4968,STD,STD,std | std,"('std | std', 'std')",business
4969,STDNT,STDNT,stdnt,"('stdnt', 'stdnt')",business
4970,STE,STE,ste,"('ste', 'ste')",business
4971,STEAK,STK,steak,"('steak', 'stk')",business
4972,STEAM,STM,steam,"('steam', 'stm')",business
4973,STEEL,STL,steel,"('steel', 'stl')",business
4974,STER,STER,ster,"('ster', 'ster')",business
4975,STEREO,STER,stereo,"('stereo', 'ster')",business
4976,STERLING,STRLNG,sterling,"('sterling', 'strlng')",business
4977,STFF,STFF,stff,"('stff', 'stff')",business
4978,STGE,STGE,stge,"('stge', 'stge')",business
4979,STHRN,STHRN,sthrn,"('sthrn', 'sthrn')",business
4980,STHSD,STHSD,sthsd,"('sthsd', 'sthsd')",business
4981,STK,STK,stk,"('stk', 'stk')",business
4982,STKYD,STKYD,stkyd,"('stkyd', 'stkyd')",business
4983,STL,STL,stl,"('stl', 'stl')",business
4984,STM,STM,stm,"('stm', 'stm')",business
4985,STMP,STMP,stmp,"('stmp', 'stmp')",business
4986,STN,STN,stn | stn,"('stn | stn', 'stn')",business
4987,STNLS,STNLS,stnls,"('stnls', 'stnls')",business
4988,STOCK,STCK,stock,"('stock', 'stck')",business
4989,STOCKHOLDER,STCKHLDR,stockholder,"('stockholder', 'stckhldr')",business
4990,STOCKYARD,STKYD,stockyard,"('stockyard', 'stkyd')",business
4991,STONE,STN,stone,"('stone', 'stn')",business
4992,STOR,STGE,stor,"('stor', 'stge')",business
4993,STORAGE,STGE,storage,"('storage', 'stge')",business
4994,STORE,STR,store,"('store', 'str')",business
4995,STOREKEEPER,STRKP,storekeeper,"('storekeeper', 'strkp')",business
4996,STR,STR,str | str,"('str | str', 'str')",business
4997,STRATEGIC,STRTGC,strategic,"('strategic', 'strtgc')",business
4998,STRCTRD,STRCTRD,strctrd,"('strctrd', 'strctrd')",business
4999,STREET,STRET,street,"('street', 'stret')",business
5000,STRET,STRET,stret,"('stret', 'stret')",business
5001,STRGE,STGE,strge,"('strge', 'stge')",business
5002,STRKP,STRKP,strkp,"('strkp', 'strkp')",business
5003,STRL,STRL,strl,"('strl', 'strl')",business
5004,STRLNG,STRLNG,strlng,"('strlng', 'strlng')",business
5005,STRT,STRET,strt | strt,"('strt | strt', 'stret')",business
5006,STRTGC,STRTGC,strtgc,"('strtgc', 'strtgc')",business
5007,STRUCTURAL,STRL,structural,"('structural', 'strl')",business
5008,STRUCTURED,STRCTRD,structured,"('structured', 'strctrd')",business
5009,STSFCTN,STSFCTN,stsfctn,"('stsfctn', 'stsfctn')",business
5010,STU,STDNT,stu,"('stu', 'stdnt')",business
5011,STUD,STUD,stud,"('stud', 'stud')",business
5012,STUDENT,STDNT,student,"('student', 'stdnt')",business
5013,STUDIO,STD,studio,"('studio', 'std')",business
5014,STUDY,STUD,study,"('study', 'stud')",business
5015,STUFF,STFF,stuff,"('stuff', 'stff')",business
5016,STY,STATNRY,sty,"('sty', 'statnry')",business
5017,STYL,STYLST,styl | styl | styl,"('styl | styl | styl', 'stylst')",business
5018,STYLE,STYL,style,"('style', 'styl')",business
5019,STYLG,STYLG,stylg,"('stylg', 'stylg')",business
5020,STYLING,STYLG,styling,"('styling', 'stylg')",business
5021,STYLIST,STYLST,stylist,"('stylist', 'stylst')",business
5022,STYLST,STYLST,stylst,"('stylst', 'stylst')",business
5023,SUB,SUBN,sub | sub | sub | sub,"('sub | sub | sub | sub', 'subn')",business
5024,SUBN,SUBN,subn,"('subn', 'subn')",business
5025,SUBSC,SUBSCR,subsc,"('subsc', 'subscr')",business
5026,SUBSCR,SUBSCR,subscr,"('subscr', 'subscr')",business
5027,SUBSCRIPTION,SUBSCR,subscription,"('subscription', 'subscr')",business
5028,SUBSCRON,SUBSCR,subscron,"('subscron', 'subscr')",business
5029,SUBSIDIARY,SUBY,subsidiary,"('subsidiary', 'suby')",business
5030,SUBSTANCE,SBSTNC,substance,"('substance', 'sbstnc')",business
5031,SUBSTITUTE,SUB,substitute,"('substitute', 'sub')",business
5032,SUBURBAN,SUBN,suburban,"('suburban', 'subn')",business
5033,SUBWAY,SBWY,subway,"('subway', 'sbwy')",business
5034,SUBY,SUBY,suby,"('suby', 'suby')",business
5035,SUG,SUG,sug,"('sug', 'sug')",business
5036,SUGAR,SUG,sugar,"('sugar', 'sug')",business
5037,SUITE,STE,suite,"('suite', 'ste')",business
5038,SUMMIT,SMT,summit,"('summit', 'smt')",business
5039,SUNDRY,SNDRY,sundry,"('sundry', 'sndry')",business
5040,SUNRISE,SNRS,sunrise,"('sunrise', 'snrs')",business
5041,SUNSET,SNST,sunset,"('sunset', 'snst')",business
5042,SUNSHINE,SNSHN,sunshine,"('sunshine', 'snshn')",business
5043,SUP,SUPL,sup | sup,"('sup | sup', 'supl')",business
5044,SUPER,SUPVSR,super | super | super,"('super | super | super', 'supvsr')",business
5045,SUPERINTENDENT,SUPT,superintendent,"('superintendent', 'supt')",business
5046,SUPERIOR,SUPER,superior,"('superior', 'super')",business
5047,SUPERMARKET,SPRMRKT,supermarket,"('supermarket', 'sprmrkt')",business
5048,SUPERVISING,SUPVG,supervising,"('supervising', 'supvg')",business
5049,SUPERVISION,SUPRVSN,supervision,"('supervision', 'suprvsn')",business
5050,SUPERVISOR,SUPVSR,supervisor,"('supervisor', 'supvsr')",business
5051,SUPERVISORY,SUPVRY,supervisory,"('supervisory', 'supvry')",business
5052,SUPL,SUPL,supl,"('supl', 'supl')",business
5053,SUPLY,SUPL,suply,"('suply', 'supl')",business
5054,SUPPLY,SUPL,supply,"('supply', 'supl')",business
5055,SUPPORT,SPPRT,support,"('support', 'spprt')",business
5056,SUPREME,SPRM,supreme,"('supreme', 'sprm')",business
5057,SUPRVSN,SUPRVSN,suprvsn,"('suprvsn', 'suprvsn')",business
5058,SUPT,SUPT,supt,"('supt', 'supt')",business
5059,SUPV,SUPVSR,supv,"('supv', 'supvsr')",business
5060,SUPVG,SUPVG,supvg,"('supvg', 'supvg')",business
5061,SUPVR,SUPVSR,supvr,"('supvr', 'supvsr')",business
5062,SUPVRY,SUPVRY,supvry,"('supvry', 'supvry')",business
5063,SUPVSR,SUPVSR,supvsr,"('supvsr', 'supvsr')",business
5064,SURFACE,SURFC,surface,"('surface', 'surfc')",business
5065,SURFC,SURFC,surfc,"('surfc', 'surfc')",business
5066,SURG,SURG,surg,"('surg', 'surg')",business
5067,SURGCL,SURGCL,surgcl,"('surgcl', 'surgcl')",business
5068,SURGEON,SRGN,surgeon,"('surgeon', 'srgn')",business
5069,SURGERY,SURG,surgery,"('surgery', 'surg')",business
5070,SURGICAL,SURGCL,surgical,"('surgical', 'surgcl')",business
5071,SURGY,SURG,surgy,"('surgy', 'surg')",business
5072,SURPL,SURPL,surpl,"('surpl', 'surpl')",business
5073,SURPLUS,SURPL,surplus,"('surplus', 'surpl')",business
5074,SURVEY,SRVY,survey,"('survey', 'srvy')",business
5075,SURVEYOR,SURVYR,surveyor,"('surveyor', 'survyr')",business
5076,SURVYR,SURVYR,survyr,"('survyr', 'survyr')",business
5077,SUSPENSION,SUSPNSN,suspension,"('suspension', 'suspnsn')",business
5078,SUSPNSN,SUSPNSN,suspnsn,"('suspnsn', 'suspnsn')",business
5079,SUV,SUV,suv,"('suv', 'suv')",business
5080,SV,SVC,sv,"('sv', 'svc')",business
5081,SVC,SVC,svc,"('svc', 'svc')",business
5082,SVCE,SVC,svce,"('svce', 'svc')",business
5083,SVNGS,SVNGS,svngs,"('svngs', 'svngs')",business
5084,SWEEP,SWP,sweep,"('sweep', 'swp')",business
5085,SWEET,SWT,sweet,"('sweet', 'swt')",business
5086,SWP,SWP,swp,"('swp', 'swp')",business
5087,SWR,SWR,swr,"('swr', 'swr')",business
5088,SWT,SWT,swt,"('swt', 'swt')",business
5089,SYNDICATE,SYND,syndicate,"('syndicate', 'synd')",business
5090,SYNT,SYNT,synt,"('synt', 'synt')",business
5091,SYNTHETIC,SYNT,synthetic,"('synthetic', 'synt')",business
5092,SYS,SYST,sys,"('sys', 'syst')",business
5093,SYST,SYST,syst,"('syst', 'syst')",business
5094,SYSTEM,SYST,system,"('system', 'syst')",business
5095,TABLE,TBL,table,"('table', 'tbl')",business
5096,TACKLE,TCKL,tackle,"('tackle', 'tckl')",business
5097,TAILOR,TLR,tailor,"('tailor', 'tlr')",business
5098,TAILORING,TLRG,tailoring,"('tailoring', 'tlrg')",business
5099,TAN,TAN,tan,"('tan', 'tan')",business
5100,TANNING,TAN,tanning,"('tanning', 'tan')",business
5101,TAV,TRVN,tav,"('tav', 'trvn')",business
5102,TAVERN,TRVN,tavern,"('tavern', 'trvn')",business
5103,TAXIDERMY,TXDRMY,taxidermy,"('taxidermy', 'txdrmy')",business
5104,TBL,TBL,tbl,"('tbl', 'tbl')",business
5105,TCH,TCH,tch,"('tch', 'tch')",business
5106,TCHNLGCL,TCHNLGCL,tchnlgcl,"('tchnlgcl', 'tchnlgcl')",business
5107,TCHNLGY,TECHLGY,tchnlgy,"('tchnlgy', 'techlgy')",business
5108,TCKL,TCKL,tckl,"('tckl', 'tckl')",business
5109,TEACH,TEACH,teach,"('teach', 'teach')",business
5110,TEACHER,TEACH,teacher,"('teacher', 'teach')",business
5111,TECH,TECHLGY,tech | tech | tech | tech,"('tech | tech | tech | tech', 'techlgy')",business
5112,TECHL,TECHL,techl,"('techl', 'techl')",business
5113,TECHLGY,TECHLGY,techlgy,"('techlgy', 'techlgy')",business
5114,TECHN,TECHN,techn,"('techn', 'techn')",business
5115,TECHNICAL,TECHL,technical,"('technical', 'techl')",business
5116,TECHNICIAN,TECHN,technician,"('technician', 'techn')",business
5117,TECHNOL,TECHLGY,technol,"('technol', 'techlgy')",business
5118,TECHNOLOGICAL,TCHNLGCL,technological,"('technological', 'tchnlgcl')",business
5119,TECHNOLOGIST,TECH,technologist,"('technologist', 'tech')",business
5120,TECHNOLOGY,TECHLGY,technology,"('technology', 'techlgy')",business
5121,TELCOMMN,TELECOM,telcommn,"('telcommn', 'telecom')",business
5122,TELE,TEL,tele,"('tele', 'tel')",business
5123,TELECOM,TELECOM,telecom,"('telecom', 'telecom')",business
5124,TELECOMM,TELECOM,telecomm,"('telecomm', 'telecom')",business
5125,TELECOMMUNICATION,TELECOM,telecommunication,"('telecommunication', 'telecom')",business
5126,TELEGRAPH,TELG,telegraph,"('telegraph', 'telg')",business
5127,TELEMARKETING,TELMKTG,telemarketing,"('telemarketing', 'telmktg')",business
5128,TELEPHONE,TEL,telephone,"('telephone', 'tel')",business
5129,TELETYPE,TLTYP,teletype,"('teletype', 'tltyp')",business
5130,TELEVISION,TV,television,"('television', 'tv')",business
5131,TELEX,TLX,telex,"('telex', 'tlx')",business
5132,TELG,TELG,telg,"('telg', 'telg')",business
5133,TELMKTG,TELMKTG,telmktg,"('telmktg', 'telmktg')",business
5134,TEMP,TEMPY,temp | temp,"('temp | temp', 'tempy')",business
5135,TEMPERATURE,TEMP,temperature,"('temperature', 'temp')",business
5136,TEMPLE,TMPL,temple,"('temple', 'tmpl')",business
5137,TEMPORARY,TEMPY,temporary,"('temporary', 'tempy')",business
5138,TEMPY,TEMPY,tempy,"('tempy', 'tempy')",business
5139,TEN,TEN,ten,"('ten', 'ten')",business
5140,TENNIS,TEN,tennis,"('tennis', 'ten')",business
5141,TENTH,10TH,tenth,"('tenth', '10th')",business
5142,TER,TER,ter,"('ter', 'ter')",business
5143,TERMINAL,TRMNL,terminal,"('terminal', 'trmnl')",business
5144,TERMITE,TRMT,termite,"('termite', 'trmt')",business
5145,TERR,TER,terr,"('terr', 'ter')",business
5146,TERRACE,TER,terrace,"('terrace', 'ter')",business
5147,TEST,TEST,test,"('test', 'test')",business
5148,TESTING,TEST,testing,"('testing', 'test')",business
5149,TEX,TXTL,tex,"('tex', 'txtl')",business
5150,TEXTILE,TXTL,textile,"('textile', 'txtl')",business
5151,THD,THD,thd,"('thd', 'thd')",business
5152,THEA,THEA,thea,"('thea', 'thea')",business
5153,THEATRE,THTR,theatre,"('theatre', 'thtr')",business
5154,THEATRICAL,THEA,theatrical,"('theatrical', 'thea')",business
5155,THERAPIST,THRPST,therapist,"('therapist', 'thrpst')",business
5156,THERAPY,THRPY,therapy,"('therapy', 'thrpy')",business
5157,THING,THNG,thing,"('thing', 'thng')",business
5158,THIRD,3RD,third,"('third', '3rd')",business
5159,THNG,THNG,thng,"('thng', 'thng')",business
5160,THREAD,THD,thread,"('thread', 'thd')",business
5161,THRFT,THRFTY,thrft | thrft,"('thrft | thrft', 'thrfty')",business
5162,THRFTY,THRFTY,thrfty,"('thrfty', 'thrfty')",business
5163,THRIFT,THRFT,thrift,"('thrift', 'thrft')",business
5164,THRIFTY,THRFTY,thrifty,"('thrifty', 'thrfty')",business
5165,THRPST,THRPST,thrpst,"('thrpst', 'thrpst')",business
5166,THRPY,THRPY,thrpy,"('thrpy', 'thrpy')",business
5167,THRUWAY,THRWY,thruway,"('thruway', 'thrwy')",business
5168,THRWY,THRWY,thrwy,"('thrwy', 'thrwy')",business
5169,THTR,THTR,thtr,"('thtr', 'thtr')",business
5170,THTRCL,THEA,thtrcl,"('thtrcl', 'thea')",business
5171,TIMBER,TMBR,timber,"('timber', 'tmbr')",business
5172,TITL,TITL,titl,"('titl', 'titl')",business
5173,TITLE,TITL,title,"('title', 'titl')",business
5174,TLR,TLR,tlr,"('tlr', 'tlr')",business
5175,TLRG,TLRG,tlrg,"('tlrg', 'tlrg')",business
5176,TLTYP,TLTYP,tltyp,"('tltyp', 'tltyp')",business
5177,TLX,TLX,tlx,"('tlx', 'tlx')",business
5178,TMBR,TMBR,tmbr,"('tmbr', 'tmbr')",business
5179,TMPL,TMPL,tmpl,"('tmpl', 'tmpl')",business
5180,TOB,TOB,tob,"('tob', 'tob')",business
5181,TOBACCO,TOB,tobacco,"('tobacco', 'tob')",business
5182,TOIL,TOIL,toil,"('toil', 'toil')",business
5183,TOILET,TOIL,toilet,"('toilet', 'toil')",business
5184,TOTAL,TTL,total,"('total', 'ttl')",business
5185,TOUCH,TCH,touch,"('touch', 'tch')",business
5186,TOW,TOW,tow,"('tow', 'tow')",business
5187,TOWER,TWR,tower,"('tower', 'twr')",business
5188,TOWING,TOW,towing,"('towing', 'tow')",business
5189,TOWN,TWN,town,"('town', 'twn')",business
5190,TOWNE,TWNE,towne,"('towne', 'twne')",business
5191,TOWNSHIP,TWP,township,"('township', 'twp')",business
5192,TPK,TPKE,tpk,"('tpk', 'tpke')",business
5193,TPKE,TPKE,tpke,"('tpke', 'tpke')",business
5194,TR,TR,tr | tr | tr,"('tr | tr | tr', 'tr')",business
5195,TRACTOR,TRCTR,tractor,"('tractor', 'trctr')",business
5196,TRADE,TRADE,trade | trade,"('trade | trade', 'trade')",business
5197,TRADESMAN,TRDSMN,tradesman,"('tradesman', 'trdsmn')",business
5198,TRADING,TRADE,trading,"('trading', 'trade')",business
5199,TRAFFIC,TRFC,traffic,"('traffic', 'trfc')",business
5200,TRAIL,TRL,trail,"('trail', 'trl')",business
5201,TRAILER,TRLR,trailer,"('trailer', 'trlr')",business
5202,TRAIN,TRAIN,train,"('train', 'train')",business
5203,TRAINEE,TRN,trainee,"('trainee', 'trn')",business
5204,TRAINER,TRNR,trainer,"('trainer', 'trnr')",business
5205,TRAINING,TRAIN,training,"('training', 'train')",business
5206,TRAN,TRAN,tran,"('tran', 'tran')",business
5207,TRANS,TRNSPRT,trans | trans | trans,"('trans | trans | trans', 'trnsprt')",business
5208,TRANSF,TRNSFR,transf,"('transf', 'trnsfr')",business
5209,TRANSFER,TRNSFR,transfer,"('transfer', 'trnsfr')",business
5210,TRANSFORMER,TRANSFRMR,transformer,"('transformer', 'transfrmr')",business
5211,TRANSFRMR,TRANSFRMR,transfrmr,"('transfrmr', 'transfrmr')",business
5212,TRANSIT,TRAN,transit,"('transit', 'tran')",business
5213,TRANSM,TRANS,transm,"('transm', 'trans')",business
5214,TRANSMISSION,TRANS,transmission,"('transmission', 'trans')",business
5215,TRANSMSSN,TRANS,transmssn,"('transmssn', 'trans')",business
5216,TRANSP,TRNSPRTN,transp,"('transp', 'trnsprtn')",business
5217,TRANSPORT,TRNSPRT,transport,"('transport', 'trnsprt')",business
5218,TRANSPORTATION,TRNSPRTN,transportation,"('transportation', 'trnsprtn')",business
5219,TRAVEL,TRVL,travel,"('travel', 'trvl')",business
5220,TRCK,TRCK,trck,"('trck', 'trck')",business
5221,TRCKG,TRCKNG,trckg,"('trckg', 'trckng')",business
5222,TRCKNG,TRCKNG,trckng,"('trckng', 'trckng')",business
5223,TRCTR,TRCTR,trctr,"('trctr', 'trctr')",business
5224,TRD,TRD,trd,"('trd', 'trd')",business
5225,TRDG,TRADE,trdg,"('trdg', 'trade')",business
5226,TRDSMN,TRDSMN,trdsmn,"('trdsmn', 'trdsmn')",business
5227,TREA,TRES,trea,"('trea', 'tres')",business
5228,TREAS,TRES,treas | treas,"('treas | treas', 'tres')",business
5229,TREASURE,TREAS,treasure,"('treasure', 'treas')",business
5230,TREASURER,TRES,treasurer,"('treasurer', 'tres')",business
5231,TREASURY,TRSRY,treasury,"('treasury', 'trsry')",business
5232,TREATMENT,TRTMNT,treatment,"('treatment', 'trtmnt')",business
5233,TRES,TRES,tres,"('tres', 'tres')",business
5234,TRFC,TRFC,trfc,"('trfc', 'trfc')",business
5235,TRI,TRI,tri,"('tri', 'tri')",business
5236,TRIANGLE,TRI,triangle,"('triangle', 'tri')",business
5237,TRINITY,TRNTY,trinity,"('trinity', 'trnty')",business
5238,TRIPLE,TRPL,triple,"('triple', 'trpl')",business
5239,TRL,TRL,trl,"('trl', 'trl')",business
5240,TRLR,TRLR,trlr,"('trlr', 'trlr')",business
5241,TRML,TRMNL,trml,"('trml', 'trmnl')",business
5242,TRMNL,TRMNL,trmnl,"('trmnl', 'trmnl')",business
5243,TRMT,TRMT,trmt,"('trmt', 'trmt')",business
5244,TRN,TRN,trn,"('trn', 'trn')",business
5245,TRNG,TRAIN,trng,"('trng', 'train')",business
5246,TRNR,TRNR,trnr,"('trnr', 'trnr')",business
5247,TRNSFR,TRNSFR,trnsfr,"('trnsfr', 'trnsfr')",business
5248,TRNSP,TRNSPRTN,trnsp,"('trnsp', 'trnsprtn')",business
5249,TRNSPRT,TRNSPRT,trnsprt,"('trnsprt', 'trnsprt')",business
5250,TRNSPRTN,TRNSPRTN,trnsprtn,"('trnsprtn', 'trnsprtn')",business
5251,TRNSPT,TRNSPRT,trnspt,"('trnspt', 'trnsprt')",business
5252,TRNSPTN,TRNSPRTN,trnsptn,"('trnsptn', 'trnsprtn')",business
5253,TRNST,TRAN,trnst,"('trnst', 'tran')",business
5254,TRNTY,TRNTY,trnty,"('trnty', 'trnty')",business
5255,TROOPER,TRPR,trooper,"('trooper', 'trpr')",business
5256,TROPH,TROPH,troph,"('troph', 'troph')",business
5257,TROPHY,TROPH,trophy,"('trophy', 'troph')",business
5258,TROPICAL,TRPCL,tropical,"('tropical', 'trpcl')",business
5259,TRPCL,TRPCL,trpcl,"('trpcl', 'trpcl')",business
5260,TRPL,TRPL,trpl,"('trpl', 'trpl')",business
5261,TRPR,TRPR,trpr,"('trpr', 'trpr')",business
5262,TRS,TRES,trs,"('trs', 'tres')",business
5263,TRSRY,TRSRY,trsry,"('trsry', 'trsry')",business
5264,TRST,TRST,trst,"('trst', 'trst')",business
5265,TRSTE,TR,trste,"('trste', 'tr')",business
5266,TRTMNT,TRTMNT,trtmnt,"('trtmnt', 'trtmnt')",business
5267,TRUCK,TRCK,truck,"('truck', 'trck')",business
5268,TRUCKING,TRCKNG,trucking,"('trucking', 'trckng')",business
5269,TRUST,TRST,trust,"('trust', 'trst')",business
5270,TRUSTEE,TR,trustee,"('trustee', 'tr')",business
5271,TRVL,TRVL,trvl,"('trvl', 'trvl')",business
5272,TRVN,TRVN,trvn,"('trvn', 'trvn')",business
5273,TSTG,TEST,tstg,"('tstg', 'test')",business
5274,TTL,TTL,ttl | ttl,"('ttl | ttl', 'ttl')",business
5275,TURNPIKE,TPKE,turnpike,"('turnpike', 'tpke')",business
5276,TWN,TWNE,twn | twn,"('twn | twn', 'twne')",business
5277,TWNE,TWNE,twne,"('twne', 'twne')",business
5278,TWNSHP,TWP,twnshp,"('twnshp', 'twp')",business
5279,TWP,TWP,twp,"('twp', 'twp')",business
5280,TWR,TWR,twr,"('twr', 'twr')",business
5281,TXDRMY,TXDRMY,txdrmy,"('txdrmy', 'txdrmy')",business
5282,TXTL,TXTL,txtl,"('txtl', 'txtl')",business
5283,TYPESETTING,TYPSG,typesetting,"('typesetting', 'typsg')",business
5284,TYPEWRITER,TYPWRTR,typewriter,"('typewriter', 'typwrtr')",business
5285,TYPSG,TYPSG,typsg,"('typsg', 'typsg')",business
5286,TYPTR,TYPWRTR,typtr,"('typtr', 'typwrtr')",business
5287,TYPWRTR,TYPWRTR,typwrtr,"('typwrtr', 'typwrtr')",business
5288,UN,UN,un,"('un', 'un')",business
